idJoueur , FirstName , LastName , dob ,idCountry, idPosition
67,Alda,Labadie,1986-02-15,1,2
68,Jeanett,Gutkowski,2004-04-07,1,4
69,Charisse,Carroll,1994-02-07,1,1
70,Farrah,Heller,1998-08-14,1,3
71,Kurt,Schimmel,2002-03-24,1,3
72,Lolita,Runolfsson,1996-03-24,1,5
73,Carleen,McCullough,2003-06-01,1,1
74,Harland,Williamson,2008-12-02,1,4
75,Shawn,Ledner,1985-03-03,1,4
76,Erich,Boyle,2000-08-09,1,3
77,Earl,Hintz,1994-10-28,1,2
78,Donald,Bosco,2003-12-25,1,1
79,Lanny,Rutherford,1988-10-04,1,4
80,Carter,Towne,1984-09-02,1,4
81,Ashley,Kovacek,1999-07-21,1,3
82,Toby,Balistreri,2000-11-10,1,4
83,Ivan,Fahey,1998-02-07,1,4
84,Beatrice,Conroy,1986-12-30,1,4
85,Len,Bashirian,1996-04-23,1,4
86,Zackary,Bernhard,1988-04-14,1,2
87,Anh,Dibbert,2006-08-25,1,4
88,Brooks,Lehner,1992-01-14,1,2
89,Amado,Bosco,1984-06-02,1,5
90,Brendon,Olson,2006-03-25,1,3
91,Sherrie,Von,1983-05-16,1,6
92,Tanner,Donnelly,1996-11-22,1,4
93,Preston,Wunsch,2001-11-15,1,4
94,Barney,Cremin,2003-04-12,1,4
95,Robin,Funk,1999-06-27,1,2
96,Ilana,Greenholt,1991-11-23,1,6
97,Belkis,Fadel,1987-08-05,1,2
98,Spencer,Quigley,1985-06-12,1,2
99,Korey,Davis,2000-05-16,1,5
100,Rex,Roob,1991-05-13,1,6
101,Emory,Kutch,1995-01-17,1,4
102,Jame,Upton,1992-10-04,1,3
103,Richie,Hamill,2005-05-18,1,6
104,Sherise,Macejkovic,2005-02-17,1,4
105,Bo,Kirlin,1999-02-11,1,3
106,Lillia,McClure,2004-02-02,1,3
107,Clement,Douglas,1998-09-29,1,1
108,Merle,Hansen,1995-12-31,1,1
109,Berna,Grimes,1991-08-28,1,2
110,Maria,Johnson,1986-05-09,1,2
111,Kaylene,Pagac,2006-11-18,1,2
112,Rosendo,Abbott,1990-02-22,1,4
113,Frank,Schultz,1994-01-07,1,3
114,Josh,Buckridge,1983-12-03,1,4
115,Jessie,Steuber,1999-06-03,1,4
116,Sammy,Nienow,2006-07-24,1,3
117,Malcolm,Luettgen,1997-12-10,1,2
118,Gregory,Brekke,1988-09-22,1,2
119,Ethan,Schmitt,1991-11-26,1,2
120,Lacy,Fay,1994-03-03,1,4
121,Tamatha,Keebler,1998-10-03,1,5
122,Adelaida,Murphy,1994-04-11,1,4
123,Deane,Morar,1999-08-10,1,2
124,Lenny,Keeling,2000-03-03,1,1
125,Jacquelynn,Baumbach,2002-09-28,1,2
126,Selma,Schulist,1984-03-12,1,4
127,Larraine,Heidenreich,1990-04-02,1,4
128,Mark,Reichel,1988-10-22,1,3
129,Myrta,Maggio,1999-06-19,1,5
130,Meri,Marquardt,1986-05-19,1,3
131,Carlton,Zboncak,1990-07-08,1,6
132,Horace,Kautzer,1983-08-02,1,2
133,Isaiah,Krajcik,1992-07-29,1,5
134,Lettie,Lueilwitz,1991-02-20,1,5
135,Valentin,Schinner,1992-03-24,1,5
136,Clyde,Beer,1986-04-09,1,2
137,Shawana,Stiedemann,1992-08-17,1,5
138,Tracey,Leuschke,2005-10-19,1,6
139,Giselle,Reilly,1985-05-23,1,3
140,Winnifred,Mohr,2000-03-02,1,5
141,Leann,Collins,1997-04-11,1,6
142,Yael,Streich,2005-08-03,1,4
143,Kenton,Jakubowski,1998-04-20,1,2
144,Desmond,Wolff,1990-04-26,1,2
145,Lelah,Quigley,1990-04-28,1,2
146,Tim,Rowe,2004-09-21,1,3
147,Amal,Mitchell,1992-11-21,1,2
148,Boyd,Wilkinson,2004-07-03,1,5
149,Randell,Bruen,2007-05-04,1,2
150,Kristopher,Grady,2007-01-09,1,5
151,Rashad,Donnelly,1987-01-19,1,5
152,Sherlene,Bauch,1992-09-16,1,5
153,Raymon,Legros,2000-01-17,1,2
154,Melvin,Gusikowski,1990-04-20,1,2
155,Art,Schneider,1988-03-28,1,3
156,Clint,Doyle,1984-06-27,1,2
157,Kraig,Greenfelder,1983-09-16,1,4
158,Danial,Nikolaus,2001-06-30,1,5
159,Ahmed,Champlin,1990-08-09,1,5
160,Raisa,Gottlieb,2008-02-25,1,4
161,Ethelyn,Stark,1989-02-23,2,4
162,Herta,Sporer,2008-01-04,2,2
163,Hollis,Durgan,1996-03-07,2,3
164,Donte,Dietrich,1994-04-24,2,3
165,Odessa,Champlin,2005-08-27,2,6
166,Chance,Jacobi,1986-07-24,2,3
167,Lana,Trantow,2004-05-13,2,6
168,Carita,Renner,1992-03-27,2,2
169,Roland,Hayes,1993-04-30,2,2
170,Sharie,Witting,1987-11-25,2,2
171,Nina,VonRueden,2002-10-30,2,2
172,Florinda,Stoltenberg,1987-04-25,2,3
173,Nia,Bogisich,2007-11-14,2,5
174,Lelah,Stiedemann,1992-12-26,2,3
175,Claudette,Wolf,1983-07-11,2,3
176,Denny,Fahey,1988-09-16,2,5
177,Darwin,Brekke,1989-03-28,2,5
178,Codi,Collins,1983-05-02,2,2
179,Angelia,McGlynn,1984-09-23,2,1
180,Wesley,Hudson,1988-02-04,2,2
181,Nick,Muller,2002-07-24,2,1
182,Sidney,Feil,2006-05-17,2,6
183,Audrie,Schowalter,1983-07-04,2,5
184,Treasa,Fritsch,2002-12-08,2,5
185,Deirdre,Ondricka,1988-12-10,2,6
186,Noel,Reilly,2003-08-19,2,2
187,Preston,Hettinger,1995-03-09,2,4
188,Carisa,Torp,1992-12-11,2,4
189,Curtis,Hilll,2007-02-24,2,5
190,Faustina,Leannon,1998-12-29,2,2
191,Drema,Tremblay,1992-09-04,2,2
192,William,Bednar,1998-08-07,2,1
193,Joel,Schuppe,2000-02-11,2,1
194,Lorita,Marks,1991-12-15,2,4
195,Louise,Volkman,1987-06-15,2,1
196,Carlos,Heathcote,1994-11-12,2,2
197,Kam,Bashirian,2003-07-03,2,2
198,Francis,Stehr,2001-03-04,2,5
199,Margarito,Morissette,1999-03-25,2,2
200,Hiram,Von,2007-02-05,2,1
201,Owen,Schaden,1989-03-29,2,2
202,Kimber,Bergstrom,1993-02-26,2,5
203,Thresa,Lesch,2003-03-25,2,2
204,Loyd,Johns,1991-01-14,2,2
205,Tristan,Keebler,2003-02-02,2,3
206,Chauncey,Frami,1986-12-13,2,3
207,Winifred,Lehner,1983-06-18,2,2
208,Leonardo,Tillman,1984-11-25,2,4
209,Mitch,Leuschke,2005-01-31,2,5
210,Herbert,Aufderhar,1990-01-30,2,5
211,Sondra,Dibbert,1989-08-19,2,1
212,Jack,Cartwright,1991-03-19,2,4
213,Barney,Bode,1989-06-26,2,3
214,Karl,Friesen,2004-05-21,2,3
215,Allan,Keebler,1998-12-05,2,1
216,Rhoda,Hodkiewicz,1998-11-26,2,5
217,Rickie,Torp,1991-04-30,2,5
218,Darrick,Feest,2000-11-01,2,5
219,Gisele,Hermann,1991-08-14,2,3
220,Anette,Franecki,2003-11-17,2,1
221,Jacquetta,Legros,1985-02-22,2,5
222,Lorilee,West,1996-11-16,2,5
223,Ashton,Yundt,1984-05-23,2,2
224,Keri,Funk,2007-02-13,2,2
225,Aldo,Runte,1984-05-21,2,3
226,Milan,Dibbert,1990-01-12,2,2
227,Lyla,Welch,2002-01-12,2,5
228,Bennie,Swaniawski,1998-01-17,2,5
229,Antonio,Hettinger,2007-01-26,2,6
230,Leo,Schmidt,1988-05-14,2,3
231,Nicky,Welch,1993-01-03,2,1
232,Christia,Gleichner,1997-12-23,2,2
233,Christiane,Brown,1999-08-10,2,2
234,Garrett,Becker,2003-03-13,2,5
235,Sharda,Mertz,1987-02-12,2,2
236,Angelique,Luettgen,2006-11-05,2,4
237,Lane,Fay,2007-10-17,2,5
238,Darrin,O'Reilly,2008-01-25,2,3
239,Sam,Windler,1990-10-22,2,2
240,Carmelo,Littel,2003-06-12,2,6
241,Damon,Bailey,1995-05-23,2,4
242,Hai,Shanahan,1992-04-29,2,6
243,Sau,Stroman,1999-01-09,2,5
244,Era,Toy,1994-01-07,2,5
245,Linh,Leuschke,1990-05-09,2,4
246,Nevada,Bins,1985-05-18,2,6
247,Lera,Thiel,1997-01-28,2,2
248,Madonna,Stanton,1986-05-08,2,1
249,Clyde,Davis,1999-09-03,2,5
250,Zandra,Bauch,1986-06-26,2,5
251,Russell,Trantow,2007-12-23,2,2
252,Loyd,Hahn,2008-01-14,2,3
253,Byron,Homenick,1995-09-20,2,5
254,Aurelio,Kling,1998-02-09,2,3
255,Sammy,Mitchell,1988-02-08,2,4
256,Shiela,Beer,1997-03-16,2,4
257,Donnell,Bode,1996-07-26,2,2
258,Darius,Boyle,1982-12-26,2,3
259,Beatris,Tillman,1991-01-07,2,4
260,Margaretta,Borer,2003-07-24,2,5
261,Nedra,Lesch,1983-07-27,2,3
262,Timmy,Beatty,1991-06-20,2,1
263,Thalia,Hackett,1995-07-16,2,1
264,Ed,Harris,2008-01-29,2,3
265,Kraig,Bashirian,1994-06-20,2,2
266,Kaleigh,Jacobs,2000-05-16,2,2
267,Anton,Ziemann,1991-03-11,2,6
268,Marivel,Lang,1983-11-08,2,2
269,Raquel,Dicki,2007-03-09,2,2
270,Tiara,Lemke,1983-03-31,2,5
271,Ardell,Ruecker,2000-03-12,2,5
272,Trey,Schumm,1992-11-11,2,6
273,Norris,Dietrich,1983-07-28,2,4
274,Dirk,Waters,1991-02-28,2,6
275,Kirby,Emard,1986-09-23,2,5
276,In,Larkin,1983-09-16,2,2
277,Siobhan,Hessel,1983-09-11,2,4
278,Newton,Baumbach,1986-09-02,2,6
279,Lanie,Olson,1983-05-27,2,2
280,Johnathon,Lubowitz,1988-11-15,2,5
281,Isidro,Greenholt,2006-03-12,2,4
282,Warner,Lindgren,1998-04-14,2,5
283,Catheryn,DuBuque,2006-06-18,2,2
284,Troy,Miller,1992-01-23,2,3
285,Truman,Quigley,2003-12-03,2,5
286,Donnetta,Macejkovic,1991-10-29,2,3
287,Vena,Baumbach,1984-02-01,2,5
288,Haywood,Yost,2005-07-14,2,4
289,Martin,Hegmann,1989-09-11,2,2
290,Randall,Gaylord,2002-12-16,2,1
291,Jennie,Ritchie,2005-07-15,2,5
292,Tuan,Reichel,2006-05-14,2,5
293,Christa,Ferry,1992-02-27,2,4
294,Alejandro,Conroy,1995-09-25,2,1
295,Johnathan,Schoen,1995-09-29,2,3
296,Reva,Altenwerth,2006-06-20,2,3
297,Reggie,Crona,1988-02-02,2,5
298,Veta,Gutmann,1989-09-02,2,5
299,Jerri,Connelly,1995-11-27,2,5
300,Shelton,Hamill,1985-02-27,2,5
301,Edra,Cremin,1990-08-22,2,4
302,Gil,Schinner,1989-04-29,2,4
303,Paris,Howe,2006-04-05,2,4
304,Willis,Cruickshank,1999-07-03,2,3
305,Benton,Bogisich,1999-10-14,2,6
306,Sherman,Funk,1986-04-23,2,2
307,Ulysses,Ortiz,1996-11-10,2,1
308,Dong,Wilkinson,1995-05-24,2,2
309,Winford,Johnston,1991-01-31,2,3
310,Jayne,Fisher,2004-12-13,2,5
311,Vernon,Lowe,1992-06-10,2,2
312,Mohammed,Christiansen,1984-10-10,2,1
313,Bernarda,Grimes,1997-07-04,2,1
314,Minh,Dietrich,1993-10-01,2,5
315,Ross,Raynor,1984-08-10,2,2
316,Orlando,Fadel,2003-07-26,2,2
317,Joaquin,Pfeffer,1997-01-02,2,1
318,Asa,Rutherford,1996-10-06,2,2
319,Esteban,Osinski,2003-10-16,2,4
320,Napoleon,Sanford,1997-11-16,2,5
321,Zula,Marquardt,1993-03-29,3,3
322,Emmy,Armstrong,1998-06-20,3,2
323,Andrew,Kreiger,1987-04-02,3,6
324,Dorinda,Carroll,1984-04-21,3,1
325,Hugo,Adams,1994-10-21,3,3
326,Tyler,Volkman,1987-09-18,3,4
327,Edmond,Abshire,2003-06-19,3,4
328,Merna,Konopelski,1984-04-26,3,4
329,Sally,Luettgen,1990-11-17,3,3
330,Antione,Stamm,1993-06-03,3,2
331,Sidney,Zieme,2002-05-07,3,5
332,Merlyn,Raynor,2007-08-04,3,3
333,Monroe,Prohaska,1995-03-19,3,1
334,Alfredia,Farrell,2001-12-23,3,3
335,Hector,Zboncak,2003-03-13,3,2
336,Wendie,Collins,1994-04-18,3,4
337,Kanesha,Zulauf,1989-10-15,3,5
338,Jessenia,Mohr,1984-03-04,3,4
339,Maurice,Towne,1997-06-30,3,1
340,Elisa,Nienow,1987-07-28,3,2
341,John,Goyette,1985-03-07,3,4
342,Sun,Predovic,1994-11-03,3,5
343,Youlanda,Tremblay,1984-05-14,3,4
344,Edgar,Gislason,1989-02-09,3,2
345,Curtis,Schowalter,1997-11-20,3,3
346,Cleveland,Murphy,1985-09-10,3,1
347,Parker,Leuschke,2008-11-22,3,5
348,Manual,Borer,1999-10-28,3,5
349,Ron,Roberts,2007-06-22,3,2
350,Donovan,Crist,1998-12-12,3,3
351,Ami,Reichert,1986-01-22,3,6
352,Brice,Kertzmann,1996-09-27,3,3
353,Shanelle,Bailey,1990-07-04,3,5
354,Minta,Pouros,1993-09-06,3,2
355,Allegra,Emard,2004-08-28,3,2
356,Genny,Pacocha,2002-06-27,3,6
357,Rafael,Kuphal,2004-06-19,3,3
358,Mirian,Morissette,1997-02-06,3,4
359,Pattie,Schmidt,2005-05-04,3,3
360,Halina,Bruen,1993-08-20,3,3
361,Quinn,Bruen,1995-08-03,3,3
362,Bradly,Gerhold,2000-03-04,3,4
363,Augustus,O'Hara,1996-03-28,3,4
364,Chong,Rau,2007-12-01,3,2
365,Lettie,Steuber,1988-05-03,3,6
366,Jeff,Labadie,2000-08-17,3,5
367,Huey,Huels,1998-03-03,3,4
368,Shemika,Leuschke,1989-02-15,3,4
369,Bud,Lind,2001-09-29,3,3
370,Dewey,Okuneva,1997-12-02,3,2
371,Hye,Bednar,2003-10-31,3,3
372,Aurora,Considine,1988-02-22,3,3
373,Guy,Auer,1999-10-21,3,1
374,Teodora,Walsh,2007-03-04,3,3
375,Jacqui,Hudson,1993-02-07,3,3
376,Refugio,Cole,1994-03-30,3,2
377,Alex,Crona,2007-09-26,3,1
378,Joel,McLaughlin,1993-02-15,3,4
379,Claudine,Nader,1987-08-15,3,2
380,Billie,Kilback,2001-11-03,3,3
381,Alden,Wuckert,1989-12-04,3,2
382,Charley,Lakin,2004-05-22,3,5
383,Jerrold,Schultz,1987-05-03,3,6
384,Helene,Konopelski,1999-10-18,3,4
385,Francis,Ziemann,1985-09-09,3,6
386,Elbert,Dibbert,1996-03-03,3,3
387,Nelia,VonRueden,2000-10-08,3,2
388,Zenia,Cassin,1986-05-14,3,4
389,Lezlie,Stokes,2005-09-02,3,4
390,Aracelis,Fahey,1987-08-11,3,5
391,Garland,Ryan,1994-12-19,3,5
392,Darline,Koelpin,1984-11-12,3,4
393,Mervin,Koch,2004-01-03,3,4
394,Emerson,Waters,1989-09-10,3,2
395,Kaylee,Bogisich,1985-04-03,3,4
396,Tawna,Murazik,1988-03-28,3,2
397,Ivory,Lebsack,1985-08-13,3,6
398,Ezequiel,Smith,1995-01-27,3,4
399,Rueben,Steuber,1993-09-26,3,3
400,Annis,Feeney,2006-03-26,3,4
401,Susie,Dietrich,1996-05-15,3,6
402,Andera,Klein,1993-04-04,3,5
403,Jessika,Thompson,1987-08-08,3,3
404,Kelvin,Grimes,1984-07-22,3,5
405,Mozell,Fay,2000-11-22,3,2
406,Everette,Stehr,1983-07-09,3,5
407,Otto,O'Connell,1995-07-13,3,4
408,Ardella,Marks,1995-08-03,3,1
409,Leigh,Aufderhar,2002-08-18,3,4
410,Clair,Goyette,1992-08-22,3,3
411,Christal,Sipes,2003-07-03,3,1
412,Rufus,Stokes,1990-10-20,3,4
413,Kimi,Ullrich,2000-02-15,3,3
414,Shamika,Veum,1997-10-13,3,2
415,Christian,Haag,2000-02-11,3,6
416,Markita,Wiza,2001-11-16,3,3
417,Concha,Blanda,2002-11-18,3,5
418,Amos,Grady,2004-08-11,3,2
419,Julian,Bashirian,1999-08-25,3,4
420,Naoma,Kshlerin,1986-04-02,3,4
421,Linette,Gerlach,2002-06-30,3,3
422,Tyrell,Kuhlman,1984-10-06,3,4
423,Kayla,Haley,1988-08-14,3,6
424,Reinaldo,Johns,2004-03-13,3,3
425,Katharyn,Harvey,1983-11-23,3,2
426,Suzie,Runolfsson,2004-03-23,3,2
427,Roland,Kshlerin,1995-01-26,3,5
428,Arielle,Pacocha,2008-12-13,3,6
429,Luann,Bashirian,2000-10-05,3,4
430,Kathe,Ondricka,1986-08-06,3,4
431,Latasha,Nicolas,2008-08-23,3,4
432,Terra,Russel,1993-04-14,3,2
433,Heike,Bode,1983-10-30,3,4
434,Cleotilde,Gleason,1992-07-22,3,5
435,Georgetta,Purdy,1998-09-25,3,3
436,Syble,Roob,1993-09-08,3,4
437,Ivonne,Kessler,2001-01-14,3,1
438,Paris,D'Amore,1996-08-26,3,2
439,Drema,Jerde,1992-11-24,3,4
440,Kurt,Kling,1998-10-18,3,4
441,Thanh,McGlynn,2003-09-15,3,3
442,Elizabet,Hilll,2002-11-19,3,4
443,Rosario,Gaylord,2005-06-07,3,2
444,Linwood,Dicki,1992-02-29,3,4
445,Mel,Schulist,1990-02-20,3,4
446,Samual,Reichert,1995-02-02,3,2
447,Alex,Cole,1997-07-28,3,5
448,Pat,Sipes,2005-08-14,3,1
449,Lane,Balistreri,2001-11-04,3,4
450,Todd,O'Kon,1986-06-27,3,2
451,Meri,Bogan,2006-05-13,3,3
452,Alejandra,Quitzon,1985-06-15,3,2
453,Lisabeth,Hilpert,1987-04-22,3,2
454,Walker,Schmidt,2007-02-10,3,5
455,Manual,Mitchell,1994-02-19,3,3
456,Vernon,Sawayn,2004-10-01,3,3
457,Israel,McKenzie,1985-01-31,3,2
458,Yung,Lemke,1988-06-24,3,1
459,Bethann,Collier,1999-09-16,3,6
460,Forest,Kerluke,2003-09-15,3,6
461,Dustin,Treutel,2007-11-08,3,1
462,Ozella,Gaylord,1986-06-07,3,6
463,Connie,Cruickshank,1998-11-27,3,6
464,Betsy,Block,2008-10-12,3,4
465,Lynetta,Wolf,2001-09-07,3,1
466,Edwin,Monahan,1994-09-25,3,2
467,Vince,Adams,2002-04-28,3,6
468,Ty,Keebler,1983-03-02,3,4
469,Sol,Considine,2005-07-09,3,3
470,Majorie,DuBuque,1984-02-16,3,3
471,Rocco,Carter,1990-05-23,3,1
472,Greg,Sipes,2005-11-13,3,5
473,Elliot,Yundt,2003-07-25,3,5
474,Alonso,Botsford,1986-06-11,3,3
475,Fausto,Larkin,1992-10-04,3,1
476,Scotty,Williamson,1999-12-22,3,2
477,Lakendra,Schaefer,2000-05-25,3,6
478,Titus,Will,1987-08-01,3,2
479,Luanne,Hyatt,1994-02-18,3,6
480,Charles,Smith,2000-01-03,3,2
481,Gricelda,Casper,1988-07-06,4,2
482,Kieth,Lowe,1997-08-27,4,5
483,Denise,Nolan,1984-11-04,4,5
484,Soon,Boyer,2003-05-12,4,5
485,Erich,Douglas,1983-01-22,4,3
486,Shantae,Morar,2007-10-05,4,2
487,Despina,Schuster,1992-05-01,4,6
488,Pierre,Quitzon,2007-03-02,4,4
489,Rosy,Hodkiewicz,1999-09-15,4,5
490,Tereasa,Boyer,1987-06-27,4,5
491,Eboni,Collier,2008-12-12,4,2
492,Harry,Hodkiewicz,1993-12-09,4,4
493,Wallace,Wilderman,2005-07-23,4,4
494,Aron,Stanton,2006-12-18,4,5
495,Jeanetta,Koelpin,2003-10-20,4,2
496,Lemuel,Aufderhar,1998-12-31,4,3
497,Brooks,Rau,2006-03-23,4,3
498,Precious,Dickinson,1998-03-07,4,6
499,Aurelia,Lueilwitz,1985-10-01,4,6
500,Jose,Barrows,2006-08-01,4,1
501,Marietta,Farrell,2003-10-23,4,4
502,Corrin,Haley,1990-06-20,4,1
503,Sammie,Prosacco,1989-09-05,4,5
504,Hilde,Murphy,2006-12-06,4,4
505,Ruby,Sawayn,1995-05-13,4,6
506,Annetta,Murray,1992-09-24,4,4
507,Wilson,Harber,1998-02-20,4,2
508,Madeline,Klein,2001-04-29,4,6
509,Jesus,Hand,1990-07-29,4,3
510,Oren,Reichel,1995-03-26,4,3
511,Hildegard,Leuschke,1990-08-30,4,4
512,Noe,Cruickshank,1993-08-19,4,3
513,Belen,Gaylord,1988-03-22,4,4
514,Renna,DuBuque,1994-09-01,4,3
515,Major,Murazik,1986-08-06,4,4
516,Vertie,Barton,1986-07-25,4,3
517,Thanh,Kreiger,1990-04-04,4,5
518,Vicente,Hyatt,1995-05-22,4,5
519,Rocco,Mills,1986-01-01,4,3
520,Cleotilde,Rohan,1988-05-17,4,1
521,Marquerite,Rowe,1987-06-27,4,1
522,Katerine,Gibson,2002-11-24,4,3
523,Ginny,Bednar,1987-11-02,4,3
524,Shanna,Koepp,2005-10-17,4,4
525,Chantel,Turner,1995-11-22,4,3
526,Julee,Dietrich,2007-10-27,4,1
527,Many,Stark,1987-03-25,4,2
528,Elli,Turner,1993-09-14,4,5
529,Shonta,Weimann,2004-01-30,4,2
530,Johnathan,Wolf,1995-12-13,4,5
531,Daina,Harvey,1997-06-30,4,4
532,Deanne,Bednar,1994-11-29,4,4
533,Farah,Pagac,2007-01-11,4,2
534,Douglass,Mann,1995-08-31,4,3
535,Chana,Schroeder,1985-04-08,4,4
536,Karon,Johnson,1999-05-28,4,4
537,Federico,Stark,1990-04-25,4,4
538,Stan,Pouros,1995-06-26,4,3
539,Roberto,Gleason,1988-01-20,4,3
540,Britt,Abernathy,1986-10-30,4,2
541,Janice,Cronin,2006-10-23,4,4
542,Qiana,Emard,2002-06-05,4,4
543,Daniel,Monahan,1999-01-03,4,5
544,Laronda,Stanton,1996-09-07,4,2
545,Carolee,Treutel,1988-02-26,4,2
546,Shaunna,Lubowitz,1994-01-05,4,3
547,Adolfo,Hartmann,1983-03-06,4,2
548,Gordon,Keeling,2006-12-03,4,3
549,Alline,Marquardt,1987-02-27,4,4
550,Rocky,Murphy,1999-05-23,4,2
551,Sena,Hane,1995-09-10,4,3
552,Frederic,Kautzer,1989-03-16,4,2
553,Marth,Bauch,1985-07-05,4,1
554,Rufus,Bashirian,2003-10-30,4,2
555,Noemi,Runte,2006-08-10,4,6
556,Geoffrey,Braun,2005-11-27,4,6
557,Shavon,Berge,1993-08-09,4,3
558,Solomon,Ernser,1984-10-09,4,2
559,Cletus,Erdman,1998-03-16,4,4
560,Keven,Upton,1986-02-26,4,2
561,Timmy,Green,1993-01-16,4,4
562,Aide,Hermiston,1985-03-22,4,5
563,Raisa,Cronin,1990-08-15,4,1
564,Marilynn,Heidenreich,1988-04-10,4,4
565,Terrilyn,Sporer,1988-11-02,4,5
566,Rogelio,Langworth,1995-02-27,4,4
567,Walton,Ziemann,1996-07-16,4,3
568,Ariel,Flatley,2002-06-15,4,2
569,Elden,Glover,1988-08-31,4,3
570,Tyesha,Torphy,1989-06-12,4,5
571,Nana,Rath,2007-03-26,4,5
572,Alton,Haley,2004-06-13,4,5
573,Mazie,Oberbrunner,2001-09-15,4,1
574,Vikki,Roob,1987-02-23,4,5
575,Bok,McKenzie,2008-11-19,4,4
576,Otha,Kuvalis,2002-07-16,4,4
577,Lavern,Nolan,1999-12-29,4,4
578,Carmina,Ebert,1987-01-04,4,4
579,Karol,Skiles,1993-03-12,4,4
580,Alonzo,Balistreri,2001-02-01,4,5
581,Esteban,Wolf,1987-12-19,4,2
582,Arden,Schneider,2007-02-18,4,5
583,Connie,Marvin,2003-01-23,4,5
584,Tonisha,Bernier,1997-06-18,4,5
585,Emmanuel,Wisoky,1991-07-12,4,3
586,Narcisa,Zboncak,1983-05-12,4,3
587,Gene,Mayer,1985-01-28,4,2
588,Kendall,Reilly,1983-03-24,4,6
589,Philomena,Parisian,2002-04-27,4,1
590,Desire,Kassulke,1993-07-22,4,3
591,Cesar,Rempel,2004-06-16,4,5
592,Reid,Reinger,2003-04-21,4,4
593,Warren,Cronin,2004-03-18,4,4
594,Garfield,Jast,1998-08-15,4,4
595,Kyle,Mayer,1993-01-24,4,3
596,Horacio,O'Kon,2008-01-09,4,5
597,Sid,Harris,1996-03-06,4,1
598,Dylan,Luettgen,1989-07-09,4,6
599,Alva,Considine,1995-05-22,4,2
600,Solomon,Friesen,1983-08-01,4,1
601,Benito,Carroll,1994-12-06,4,3
602,Dean,Little,2002-02-21,4,2
603,Librada,Sawayn,1989-05-01,4,4
604,Ernesto,Herzog,1998-05-29,4,4
605,Aline,Bernier,2000-10-23,4,5
606,Mickey,Fahey,2006-10-09,4,4
607,Curt,Ward,1996-02-07,4,1
